0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5.027,0.016587571,5.026986391,5.027027364,0.25,3.349359317,48.52196613,1.068225735,1.068234442,1.000005443,1.06823155,0.00012042,1.30E-08,13.02587172,337.8484387,6471.863821,39.83974809,7420.619917,9834.47877,0.75455142,0.006155838,-4.308641864,15180.52612,0
5.026872,0.016792374,5.026858012,5.026900045,0.24,1.531846468,32.55060787,1.050349112,1.050357895,1.000005579,1.050354972,0.00012388,1.28E-08,15.00644317,495.6064324,6433.735828,40.62143647,7396.829995,9837.127116,0.751929899,0.006313818,-3.737503808,14788.41,0
5.028137,0.017304022,5.028122152,5.028166772,0.285,1.591473005,44.81629241,1.067983669,1.067993147,1.000005921,1.067989993,0.000134722,1.18E-08,6.205115797,82.01373076,6284.906326,42.66282517,7280.812322,9806.33474,0.742460105,0.00678814,-0.183784549,13752.64092,0
5.028116,0.016854642,5.028101944,5.028144246,0.28,2.951402657,60.23409561,1.067988454,1.067997439,1.000005618,1.067994454,0.000128336,1.19E-08,10.41213437,227.7690182,6310.390926,41.73672539,7307.145366,9822.177878,0.743943498,0.006613968,-1.165026179,14343.9268,0
5.026671,0.015352893,5.026659314,5.026694444,0.28,2.075060025,40.36470364,1.068296484,1.06830395,1.000004664,1.068301466,0.000108451,1.18E-08,9.305762206,148.5954595,6484.191024,37.33733772,7409.395515,9775.954421,0.757920423,0.005758211,-5.835571705,17231.78692,0
5.026512,0.014987205,5.026500847,5.026534341,0.17,1.084768599,14.44450456,1.036499434,1.036506341,1.000004445,1.036504041,0.000103024,1.18E-08,11.4041517,236.0354398,6457.677366,36.42254444,7387.711194,9765.993645,0.75647307,0.005640193,-5.462438047,18186.54579,0
5.027506,0.015865848,5.027493487,5.027531032,0.215,0.212292082,20.01434401,1.036293952,1.036301691,1.000004979,1.036299111,0.00011753,1.14E-08,8.279212916,165.5647006,6196.415215,39.82319452,7203.403711,9749.306289,0.738863207,0.006426812,0.777654787,15836.52344,0
5.027722,0.015806825,5.027709577,5.027746845,0.215,0.040053431,20.76544773,1.036249469,1.03625715,1.000004942,1.03625459,0.000117132,1.13E-08,10.1737767,254.320638,6246.925933,39.82392198,7250.092068,9765.516522,0.742417675,0.006374963,-1.470175481,15807.42619,0
5.02652,0.016189991,5.026507013,5.026546071,0.23,2.389045745,39.66035938,1.062359705,1.06236796,1.000005187,1.062365215,0.000118562,1.22E-08,10.08020956,197.4176455,6469.207944,39.4578933,7415.008787,9814.966284,0.755479802,0.006099339,-5.275574711,15577.44971,0
5.026018,0.017613481,5.026002661,5.02604886,0.265,3.501685123,59.0348348,1.062464801,1.062474567,1.00000614,1.062471324,0.000134928,1.28E-08,11.28961665,298.9268928,6436.73259,42.20321403,7391.345524,9827.386717,0.752117092,0.006556621,-3.008010822,13665.8798,0
5.025615,0.016772296,5.025601069,5.025642985,0.255,2.749986882,51.80400173,1.058571016,1.058579845,1.000005568,1.05857691,0.000125733,1.23E-08,11.81718342,310.127833,6460.507344,40.4661519,7400.126759,9803.227024,0.754866407,0.006263618,-4.123654094,14787.53435,0
5.027063,0.015694224,5.027050782,5.027087496,0.205,1.618569923,22.10109513,1.05229917,1.052306855,1.000004873,1.052304298,0.000117856,1.07E-08,6.941348313,113.7355711,6254.097296,39.56777508,7238.636403,9734.535547,0.743603675,0.006326696,-1.107932319,15983.32744,0
5.0271,0.015905197,5.027087453,5.027125159,0.205,1.691131687,23.29515667,1.052291286,1.052299179,1.000005005,1.052296553,0.0001199,1.09E-08,8.202747335,158.9896252,6261.54935,40.1114094,7254.368745,9769.827146,0.74252785,0.006405988,-0.418475462,15511.17961,0
5.025439,0.015695602,5.025426783,5.025463508,0.225,2.004747535,34.34280693,1.060598687,1.060606438,1.000004877,1.06060386,0.000115244,1.14E-08,7.853627104,113.5469636,6447.790093,38.46668808,7376.559054,9770.188202,0.755006854,0.005965872,-3.582229975,16243.53287,0
5.025311,0.015501849,5.025299087,5.025334907,0.23,2.299508266,41.34019433,1.060625829,1.060633389,1.000004757,1.060630874,0.000111851,1.15E-08,11.04848082,241.2284939,6476.749153,38.17267325,7414.577086,9803.746221,0.75630039,0.005893801,-5.441478737,16616.93769,0
5.025939,0.016551909,5.025925425,5.025966252,0.3,2.402806335,53.95163851,1.072430599,1.072439311,1.000005422,1.072436414,0.00012644,1.14E-08,8.550596148,163.8357681,6246.738507,41.39526353,7250.802916,9784.797159,0.741027412,0.0066267,-0.099424506,14607.72668,0
5.02649,0.0167143,5.026476166,5.026517787,0.3,2.690126098,58.66777439,1.072312927,1.072321806,1.000005528,1.072318855,0.000129417,1.12E-08,5.158699883,59.3477483,6224.20818,41.72708159,7224.578636,9759.655837,0.740249324,0.006703998,0.513592906,14356.19615,0
5.025564,0.015764097,5.025551688,5.025588722,0.26,2.637876171,45.71552251,1.066541712,1.066549572,1.000004919,1.066546959,0.000117326,1.11E-08,7.131053757,99.16625813,6396.586003,39.30224963,7354.044021,9794.695583,0.750819049,0.006144254,-3.050938172,15859.09424,0
5.024626,0.015646872,5.02461386,5.02465036,0.23,2.162535736,35.10903037,1.054799761,1.054807424,1.000004848,1.054804875,0.00011449,1.14E-08,9.282220603,163.2197614,6494.898618,38.42453191,7421.562064,9804.539934,0.756951587,0.00591611,-4.541391197,16269.29457,0
5.024459,0.015472274,5.024447135,5.02448282,0.205,2.500161388,32.09245083,1.046873915,1.04688135,1.000004741,1.046878878,0.000113372,1.11E-08,9.732601152,198.6185192,6476.365215,38.13022559,7400.510649,9780.944973,0.756625323,0.005887597,-4.247010014,16446.49684,0
5.025487,0.015982127,5.02547431,5.025512411,0.235,0.832921503,26.14648459,1.046659439,1.046667374,1.000005056,1.046664731,0.00012161,1.08E-08,5.299707565,60.43975062,6213.119611,40.41118703,7213.288314,9755.388766,0.739415772,0.00650417,1.050400667,15369.83279,0
5.025289,0.015717544,5.025276712,5.025313577,0.21,0.084624508,19.75567811,1.036751224,1.036758829,1.000004891,1.036756294,0.000117308,1.09E-08,6.504210084,91.42486941,6211.440606,39.70738574,7212.662644,9752.043854,0.739605231,0.006392621,0.693226844,15965.52233,0
5.023987,0.01512735,5.023975621,5.024009772,0.22,0.492746055,24.72920275,1.039010718,1.039017781,1.000004533,1.039015427,0.00010907,1.10E-08,8.179611526,124.9898096,6481.27946,37.36488789,7403.195794,9775.090074,0.757353205,0.005765048,-4.929709961,17194.93792,0
5.023833,0.015173699,5.023821555,5.023855913,0.255,0.745961658,31.38508267,1.052976059,1.05298326,1.000004561,1.052980861,0.000110582,1.08E-08,7.527431089,106.5849801,6466.324743,37.61942895,7389.942402,9772.449469,0.756201649,0.005817745,-4.089601833,16964.00325,0
5.023986,0.015649163,5.023973844,5.02401037,0.235,1.622270529,36.27780423,1.052943686,1.052951342,1.000004851,1.052948794,0.00011805,1.06E-08,6.679209988,89.24835313,6293.700677,39.54355336,7270.256821,9762.219652,0.744733993,0.006283037,-0.571671348,15822.73941,0
5.025295,0.016838685,5.025280955,5.025323209,0.265,2.605131786,47.09126498,1.064608141,1.064617093,1.000005613,1.064614117,0.000131547,1.10E-08,5.705470357,74.44354397,6285.747726,42.0947251,7278.795875,9790.682404,0.743441118,0.006696852,-0.846565768,14088.87574,0
5.024797,0.016076835,5.024784208,5.024822716,0.245,3.30652544,49.50603394,1.06471418,1.06472234,1.000005118,1.064719629,0.000120134,1.14E-08,8.399802521,141.8069026,6344.48241,40.11019007,7324.234943,9799.809756,0.747385421,0.006322059,-2.521176183,15389.02543,0
5.023264,0.014896593,5.02325299,5.023286086,0.26,2.093775722,42.22920287,1.057076963,1.057083928,1.000004397,1.057081611,0.000107042,1.07E-08,8.529627653,132.007743,6484.349182,37.04386088,7407.195131,9783.561529,0.757106204,0.005712811,-4.72491369,17497.26203,0
5.023324,0.015193226,5.023312539,5.023346974,0.255,1.546410551,32.41384053,1.055073446,1.055080678,1.000004573,1.055078271,0.000110035,1.10E-08,8.21415631,121.9062484,6474.434116,37.46142164,7394.056861,9767.970171,0.75696964,0.005786053,-4.395568233,17095.85487,0
5.024784,0.016519099,5.024770452,5.024811151,0.245,1.288403365,32.78845491,1.064716631,1.064725255,1.000005403,1.064722384,0.000126973,1.12E-08,5.887920231,78.72733153,6215.14264,41.38295696,7219.105291,9759.569741,0.739695036,0.006658408,0.495407829,14676.37735,0
5.024825,0.016931569,5.024810783,5.024853523,0.28,1.975801244,50.88832503,1.064707653,1.064716709,1.000005676,1.064713696,0.000132155,1.12E-08,6.153537287,88.03532196,6217.422724,42.22432757,7221.307125,9772.650033,0.73893029,0.006791291,1.224983997,14118.11404,0
5.022986,0.015737489,5.022973713,5.023010651,0.275,2.111413533,53.11282134,1.063107441,1.063115259,1.000004908,1.063112658,0.000117702,1.09E-08,7.205750397,101.5011252,6429.463378,39.00366096,7366.332411,9783.472479,0.752936386,0.006066394,-2.576430617,15902.86936,0
5.022526,0.01530303,5.022514378,5.022549311,0.26,1.978032526,48.51305915,1.061214071,1.061221452,1.000004641,1.061218996,0.000112249,1.08E-08,7.698895751,107.4201413,6446.423134,38.00889495,7377.441198,9772.088385,0.754950314,0.005896122,-3.811061637,16645.32617,0
5.022509,0.015774023,5.022496663,5.022533768,0.245,2.509549456,48.04334438,1.061217355,1.061225195,1.000004931,1.061222588,0.000117423,1.11E-08,9.396590186,191.8364892,6360.560893,39.3216068,7322.872019,9784.574952,0.748409824,0.006182097,-1.732581923,15895.64967,0
5.023881,0.016107569,5.023868122,5.023906819,0.21,1.609825616,27.98805799,1.046993941,1.047002006,1.000005139,1.046999322,0.000123166,1.08E-08,5.979849126,78.94732357,6195.140382,40.7395175,7201.05448,9753.88246,0.738275708,0.006576044,1.38577688,15132.87086,0
5.023534,0.015461395,5.023522135,5.023557791,0.24,1.7571487,35.77793017,1.064982274,1.064989833,1.000004736,1.064987318,0.000114737,1.07E-08,9.249560824,198.6276419,6218.476075,39.30495017,7220.384175,9749.345308,0.740601953,0.006320672,-0.029820789,16172.05277,0
5.021974,0.015483129,5.021962117,5.021997865,0.24,2.815279063,53.23016891,1.065313077,1.065320661,1.000004752,1.06531814,0.000115877,1.05E-08,10.49257712,252.2232992,6427.705849,38.79739657,7369.21597,9783.020932,0.75326589,0.006035963,-3.42923992,16099.51249,0
5.021844,0.015833658,5.021831572,5.021868959,0.205,2.732988384,46.43117142,1.051401389,1.051409217,1.00000497,1.051406615,0.000120341,1.06E-08,8.061184142,140.4855766,6420.699471,39.2818389,7351.718016,9766.176059,0.752773447,0.006118,-2.009397923,15657.50039,0
5.023152,0.016309246,5.023138809,5.023178474,0.195,2.227593647,33.05905245,1.049136523,1.049144808,1.00000527,1.049142053,0.000124964,1.10E-08,9.212511698,217.935967,6192.924957,41.16817616,7205.191551,9771.479898,0.737369531,0.006647614,1.717701033,14850.30591,0
5.023564,0.016303511,5.023550828,5.023590453,0.245,2.63302679,39.97157506,1.062984742,1.062993126,1.000005266,1.062990339,0.000124535,1.11E-08,8.573997877,198.939564,6203.805562,41.08986856,7214.197865,9773.818315,0.738114587,0.006623333,1.348388642,14900.00543,0
5.021607,0.015505212,5.021595071,5.021630935,0.25,2.201362968,47.06190805,1.063399535,1.063407129,1.000004766,1.063404603,0.000114509,1.09E-08,13.44201684,408.9579083,6429.391737,38.57315323,7370.935595,9785.57994,0.753244635,0.005999503,-3.490256817,16350.33495,0
5.020996,0.015116575,5.020984658,5.021018753,0.25,2.095004184,44.69949525,1.063529188,1.06353641,1.000004532,1.063534008,0.00011098,1.05E-08,12.1173721,307.3543298,6413.273,37.65847909,7342.251046,9760.630885,0.752231196,0.005871959,-1.416294043,17005.24128,0
5.02137,0.014860861,5.021359043,5.021391988,0.23,2.383467179,40.86945486,1.063450137,1.063457115,1.000004379,1.063454794,0.000105586,1.09E-08,17.09615864,556.3601992,6435.575742,36.98312225,7373.638351,9796.954405,0.75264598,0.005746669,-2.375745216,17689.60561,0
5.023084,0.015876213,5.023071493,5.023109087,0.24,1.930110035,35.35791242,1.063086608,1.063094564,1.000004994,1.063091917,0.000120761,1.06E-08,6.988185724,104.7973031,6177.235847,40.30356349,7183.968805,9763.076407,0.73583044,0.00652453,3.354478005,15499.70124,0
5.023026,0.016509712,5.023012497,5.023053129,0.24,2.872734529,45.87135842,1.063098451,1.06310705,1.000005401,1.063104193,0.000127202,1.11E-08,8.618386223,169.1437222,6203.403328,41.42867617,7209.379991,9785.662293,0.736728877,0.006678379,2.990880149,14651.34565,0
5.021326,0.016310988,5.021312849,5.021352489,0.23,4.491417858,67.60283308,1.063458503,1.063466898,1.000005275,1.063464113,0.000123046,1.15E-08,14.26068032,417.1335478,6424.707287,40.07540379,7370.837281,9820.680435,0.750542422,0.006237701,-0.926390785,15071.17963,0
5.020989,0.015778364,5.020976682,5.021013789,0.255,4.052344705,66.85151454,1.06353024,1.0635381,1.000004937,1.063535491,0.000117889,1.10E-08,11.9294085,260.1365056,6409.794547,39.07535085,7351.011834,9800.224239,0.750086085,0.006096194,-0.334095662,15852.27677,0
5.021708,0.015685259,5.021695797,5.021732494,0.255,2.39981408,40.50806553,1.063378029,1.063385799,1.000004878,1.063383215,0.000118046,1.07E-08,16.00633166,577.1003879,6187.04644,40.01113969,7200.076524,9782.148115,0.736042476,0.006466921,2.902393417,15735.02398,0
5.022605,0.015625889,5.022592878,5.022629304,0.265,1.681157061,33.64567552,1.063188158,1.063195869,1.000004839,1.063193303,0.00011478,1.12E-08,14.14478363,401.7320178,6162.85569,39.49266614,7181.163087,9774.627959,0.734673802,0.006408176,3.496751447,16123.83385,0
5.02157,0.015040536,5.02155875,5.021592522,0.215,0.737861908,34.59624914,1.039510868,1.039517859,1.000004485,1.03951553,0.000105307,1.15E-08,20.14377531,734.8159414,6346.441642,37.57042388,7326.755598,9810.602235,0.746820167,0.00591992,-2.07713921,17533.57423,0
5.020747,0.015151071,5.020735591,5.020769858,0.235,1.28239414,44.08464035,1.047648099,1.04765525,1.000004553,1.047652869,0.000107723,1.13E-08,22.73814957,933.767315,6417.696243,37.61211379,7370.164768,9816.443437,0.750797864,0.005860688,-2.103916446,17189.83258,0
5.020973,0.015448856,5.020961162,5.020996765,0.22,2.51853382,43.59978398,1.047600755,1.047608183,1.000004733,1.047605713,0.000111442,1.14E-08,21.84436233,891.613661,6403.368429,38.18402093,7354.344756,9803.812585,0.750151504,0.005963115,-1.391225678,16582.24643,0
5.022494,0.015806484,5.022481609,5.02251887,0.195,2.336064897,30.18855207,1.049274306,1.04928209,1.000004952,1.049279501,0.000117987,1.11E-08,14.9651532,480.8313966,6156.612891,40.14575133,7180.784404,9774.774492,0.734624048,0.006520753,2.974023044,15593.43081,0
5.022572,0.015623995,5.022559874,5.022596299,0.205,1.305827151,21.1639934,1.04925813,1.049265739,1.000004838,1.049263206,0.000116232,1.09E-08,10.10311472,232.7162909,6080.098756,39.94797652,7120.210444,9751.885246,0.730136816,0.006570284,4.522405063,15928.87845,0
5.022748,0.015937186,5.022735391,5.022773282,0.27,1.69858003,40.35375172,1.059175818,1.059183808,1.000005033,1.059181149,0.00011864,1.13E-08,12.07003903,311.9009825,6170.200367,40.20917116,7190.200774,9768.15449,0.736085898,0.006516672,2.017343058,15581.76598,0
5.022754,0.015779746,5.022741655,5.022778785,0.27,2.533560058,52.1431789,1.059174658,1.059182487,1.000004934,1.059179884,0.000117382,1.11E-08,12.02860837,331.3465517,6249.002171,39.70696815,7244.4272,9771.852721,0.741356568,0.006354129,0.343793034,15814.15119,0
5.084492,0.024016236,5.084463748,5.084548714,0.275,1.628423021,18.96834643,1.069908129,1.069926008,1.000011154,1.069920063,0.000175739,2.68E-08,6.557363697,78.32346797,6703.221147,46.67303166,7571.568246,9793.617802,0.77311249,0.006962777,-10.82165701,11323.03875,1
